housing_type,bedrooms,bathrooms,guest_toilet,parking_space,district,address,rent_per_annum, district_code,local government
flat / apartment,1,1,0,0,lekki,"Lekki Phase 1, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,1,1,0,0,lekki,"Lekki Phase 1, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,1,1,0,0,lekki,"Lekki Phase 1, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,1,1,0,0,lekki,"Lekki Phase 1, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,1,1,0,0,lekki,"Lekki Phase 1, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,2,2,1,0,lekki,"Ikate Elegushi, Lekki, Lagos",3000000,35,eti osa
flat / apartment,3,3,1,2,gbagada,"Newly Built Executive 3 Bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Medina Estate Medina Gbagada Lagos   Updated 05 Oct 2022,  16 Aug 2022",3000000,13,kosofe
flat / apartment,2,2,1,2,lekki,Spacious 2 Bedroom Flat With Excellent Features2 BEDROOM BLOCK OF FLATS FOR RENT Jakande Lekki Lagos   Updated Today,3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Orchid Lekki Expressway Lekki Lagos   Updated 09 Oct 2022,  15 Jun 2022",3000000,35,eti osa
flat / apartment,3,3,1,2,lekki,"Spacious And Lovely Built 3bedroom Flat3 BEDROOM BLOCK OF FLATS FOR RENT Chevron Alternative Chevron Drive Lekki Lagos   Updated 09 Oct 2022,  29 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Tastefully Two Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Chevron Drive Lekki Lagos   Updated 09 Oct 2022,  06 Aug 2022",3000000,35,eti osa
building,3,3,1,2,lekki,"Tastefully Three Bedroom Duplex With Bq3 BEDROOM BLOCK OF FLATS FOR RENT Ikate Elegushi Lekki Lagos   Updated 09 Oct 2022,  03 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Phase 1 Lekki Phase 1 Lekki Lagos   Updated 09 Oct 2022,  23 Jun 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Serviced 3bedroom Flat Within A Mini Estate3 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 09 Oct 2022,  08 Jul 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,1,0,1,lekki,"Furnished Onebedroom1 BEDROOM BLOCK OF FLATS FOR RENT Ikate Elegushi Lekki Lagos   Updated 09 Oct 2022,  15 Jul 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Serviced 2bedroom Flat Within A Gated Estate2 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 09 Oct 2022,  08 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Spacious 3 Bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  02 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Conservative Lekki Lagos   Updated 09 Oct 2022,  08 Jun 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2bedroom Apartment For Rent2 BEDROOM BLOCK OF FLATS FOR RENT Osapa Lekki Lagos   Updated 09 Oct 2022,  18 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Ikota Gra Ikota Lekki Lagos   Updated 09 Oct 2022,  15 Jun 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Tastefully 2 Bedrooms Apartment With A Bq2 BEDROOM BLOCK OF FLATS FOR RENT Off Admiralty Lekki Phase 1 Lekki Lagos   Updated 09 Oct 2022,  02 Jun 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Spacious 3 Bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  02 Sep 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Apartment With A Bq3 BEDROOM BLOCK OF FLATS FOR RENT Oral Estate Lekki Lagos   Updated 09 Oct 2022,  26 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Lovely 3 Bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Ikota Lekki Lagos   Updated 09 Oct 2022,  14 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  03 Jun 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,1,0,1,lekki,"Miniflat To Let1 BEDROOM MINI FLAT FOR RENT Off Freedom Way Lekki Phase 1 Lekki Lagos   Updated 09 Oct 2022,  28 Jun 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,Serviced 2 Bedroom Flat2 BEDROOM BLOCK OF FLATS FOR RENT Ilasan Lekki Lagos 08 Oct 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,oregun,Newly Built 3 Bedroom Flat At Oregun Ikeja N3m3 BEDROOM BLOCK OF FLATS FOR RENT Oregun Oregun Ikeja Lagos 05 Oct 2022,3000000,45,ikeja
flat / apartment,4,4,0,4,opebi,"4 Bedroom Bungalow For Commercial Purpose In A Suitable Location For Business4 BEDROOM FLAT & APARTMENT FOR RENT Opebi Ikeja Lagos   Updated 05 Oct 2022,  03 Aug 2022",3000000,44,ikeja
flat / apartment,2,2,1,2,lekki,"Furnished Fully Service 2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Phase 1 Lekki Phase 1 Lekki Lagos   Updated 05 Oct 2022,  03 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,opebi,"24 Hours Light Luxury Serviced 3 Bedroom Penthouse Maisonette3 BEDROOM BLOCK OF FLATS FOR RENT Opebi Opebi Ikeja Lagos   Updated 05 Oct 2022,  17 Aug 2022",3000000,44,ikeja
flat / apartment,3,3,1,3,ikeja,"Newly Built 3bedroom Flat With A Room Bq Off Toyin Street Ikeja N3m3 BEDROOM BLOCK OF FLATS FOR RENT Toyin Street Ikeja Ikeja Lagos   Updated 05 Oct 2022,  25 Sep 2022",3000000,20,ikeja
flat / apartment,3,3,1,3,gbagada,"Newly Built Executive 3 Bedroom Flat At Medina Estate Gbagada N3m3 BEDROOM BLOCK OF FLATS FOR RENT Medina Medina Gbagada Lagos   Updated 05 Oct 2022,  25 Sep 2022",3000000,13,kosofe
mini flat (room and parlour) ,1,1,0,2,victoria island,"1 Unit Of Onebedroom For *n3m*1 BEDROOM MINI FLAT FOR RENT Victoria Island Victoria Island Victoria Island Lagos   Updated 05 Oct 2022,  20 Sep 2022",3000000,51,eti osa
mini flat (room and parlour) ,1,1,0,2,lekki,"Executive Mini FlatFLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos   Updated 03 Oct 2022,  08 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Fully Serviced 2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT 2nd Tollgate, Lekki Lekki Expressway Lekki Lagos   Updated 01 Oct 2022,  08 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,0,2,lekki,"Tastefully 2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Conservation Lekki Lagos   Updated 01 Oct 2022,  04 Aug 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,2,1,2,victoria island,"Newly Remodelled Luxury Spacious 1 Bedroom Furnished And Serviced Miniflat Apartment With Air Conditioning , Fully Fitted Kitchen1 BEDROOM MINI FLAT FOR RENT Victoria Island ,lagos State. Victoria Island Victoria Island Lagos   Updated 01 Oct 2022,  23 Aug 2022",3000000,51,eti osa
flat / apartment,2,2,1,2,lekki,"Newly Built Luxury 2 Bedroom Fully Finished And Fully Serviced Upper Floor Apartment With Air Conditioning , Fully Fitted Kitchen And Bq2 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Lekki Axis, Lagos State. Ologolo Lekki Lagos   Updated 01 Oct 2022,  31 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2 Bedroom Apartment For Rent2 BEDROOM FLAT & APARTMENT FOR RENT Idado Lekki Expressway Lekki Lagos   Updated 09 Oct 2022,  18 May 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,1,0,2,lekki,"Executive And Brand New 1 Bedroom Flat1 BEDROOM MINI FLAT FOR RENT Jeremiah Ugwu Street Lekki Phase 1 Lekki Lagos   Updated 09 Oct 2022,  25 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3 Bedroom Apartment With Bq For Rent3 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Expressway Lekki Lagos   Updated 09 Oct 2022,  13 May 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Tastefully Two Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Phase 2 Lekki Lagos   Updated 09 Oct 2022,  08 Sep 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3 Bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Chevron Chevron Drive Lekki Lagos   Updated 09 Oct 2022,  31 May 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2 Bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Ologolo Lekki Lagos   Updated 09 Oct 2022,  30 May 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"Furnished 2 Bedroom Apartment To Let2 BEDROOM BLOCK OF FLATS FOR RENT Lekki Lekki Phase 1 Lekki Lagos   Updated 09 Oct 2022,  02 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  27 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Luxury Spacious 3 Bedroom Block Of Flat With Swimming Pool And Bq For Rent3 BEDROOM BLOCK OF FLATS FOR RENT Ikota Lekki Lagos Ikota Lekki Lagos   Updated 09 Oct 2022,  26 Sep 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Apartment For Rent!!!3 BEDROOM BLOCK OF FLATS FOR RENT Ikota Lekki Lagos   Updated 09 Oct 2022,  02 Jun 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  27 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"A 3bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Ologolo Lekki Lagos   Updated 09 Oct 2022,  31 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"2bedroom Apartment2 BEDROOM BLOCK OF FLATS FOR RENT 2nd Toll Gate Lekki Lagos   Updated 09 Oct 2022,  05 Sep 2022",3000000,35,eti osa
building,3,3,0,3,alimosho,"3 Bedroom DuplexFLAT & APARTMENT FOR RENT Diamond Estate, Command,ipaja Alimosho Abeouka Express Lagos 07 Oct 2022",3000000,7,alimosho
flat / apartment,3,3,0,3,lekki,Luxury 3 Bedroom Flat3 BEDROOM BLOCK OF FLATS FOR RENT Osapa Osapa Lekki Lagos 06 Oct 2022,3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,Newly Built 3 Bedroom Flat Apartment3 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos 06 Oct 2022,3000000,35,eti osa
building,3,3,0,3,lekki,Brand New 3 Bedroom Terrace DuplexFLAT & APARTMENT FOR RENT Chevron Drive Lekki Lagos 05 Oct 2022,3000000,35,eti osa
flat / apartment,2,2,0,1,lekki,Newly Built 2 Bedroom Apartment2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos 05 Oct 2022,3000000,35,eti osa
flat / apartment,2,2,0,1,lekki,Spacious 2 Bedroom Flat2 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 05 Oct 2022,3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,Luxury 2 Bedroom Apartment3 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos 05 Oct 2022,3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Spacious 2 Bedroom Flat2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos   Updated 05 Oct 2022,  22 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"2 Bed Flat At Chevron Axis For Rent2 BEDROOM BLOCK OF FLATS FOR RENT Exquisite Chevron Toll Gate 2 Bed Apartment For Rent Chevron Drive Lekki Lagos   Updated 05 Oct 2022,  20 May 2021",3000000,35,eti osa
mini flat (room and parlour) ,1,2,1,2,lekki,"Luxury 2 Bedroom Apartment1 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 05 Oct 2022,  23 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Spacious 3 Bedroom Penthouse3 BEDROOM FLAT & APARTMENT FOR RENT Chevron Drive Lekki Lagos   Updated 05 Oct 2022,  02 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Spacious And Well Maintained 2 Bedroom Apartment For Let2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos   Updated 05 Oct 2022,  12 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"2 Bedroom Apartment2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos   Updated 05 Oct 2022,  02 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3bedroom Flat At Osapa London3 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 05 Oct 2022,  22 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"3 Bedroom Apartment3 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 05 Oct 2022,  22 Jul 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Luxury 2 Bedroom Apartment2 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 05 Oct 2022,  06 Sep 2022",3000000,35,eti osa
flat / apartment,3,3,0,3,oregun,Newly Built 3 Bedrooms Apartment At Oregun3 BEDROOM FLAT & APARTMENT FOR RENT Oregun Ikeja Lagos 03 Oct 2022,3000000,45,ikeja
flat / apartment,3,3,1,3,lekki,"Serviced 3bedroom Flat Within A Mini Estate3 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 03 Oct 2022,  08 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,"Spacious 3 Bedroom Apartment3 BEDROOM FLAT & APARTMENT FOR RENT Osapa Lekki Lagos   Updated 03 Oct 2022,  26 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,"Three Bedroom Apartments3 BEDROOM FLAT & APARTMENT FOR RENT Agungi Lekki Lagos   Updated 03 Oct 2022,  25 Aug 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,1,0,2,victoria island,"Fully Furnished Serviced 24hrs Light 🕯️ Luxury MiniflatFLAT & APARTMENT FOR RENT Victoria Island Lagos   Updated 03 Oct 2022,  26 Jul 2022",3000000,51,eti osa
flat / apartment,3,3,1,3,lekki,"Tasteful Three Bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Paradise Estate Chevron Drive Lekki Lagos   Updated 03 Oct 2022,  24 Jun 2022",3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,"Three Bedroom Apartments3 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos   Updated 03 Oct 2022,  15 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Newly Remodelled Luxury 3 Bedroom Fully Finished And Serviced Apartment Plus Bq With Air Conditioning , Fully Fitted Kitchen3 BEDROOM BLOCK OF FLATS FOR RENT Oral Estate ,2nd Toll Gate Lekki Lagos State. Lekki Expressway Lekki Lagos   Updated 01 Oct 2022,  31 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Luxury Service 2bedroom Flat At Ikate By Nike Art Gallery2 BEDROOM BLOCK OF FLATS FOR RENT By Nike Art Gallery Ikate Elegushi Lekki Lagos   Updated 01 Oct 2022,  19 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Newly Built Luxury 3 Bedroom Fully Finished And Self Serviced Apartment With Air Conditioning , Fully Fitted Kitchen And A Room Bq3 BEDROOM BLOCK OF FLATS FOR RENT Ikate Elegushi Lekki Lagos State. Ikate Elegushi Lekki Lagos   Updated 01 Oct 2022,  31 Aug 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Newly Remodelled Luxury Spacious 2 Bedroom Serviced Apartment With Air Conditioning , Fully Fitted Kitchen2 BEDROOM BLOCK OF FLATS FOR RENT Ilasan By Salem, Lekki Axis Lagos State. Lekki Expressway Lekki Lagos   Updated 01 Oct 2022,  31 Aug 2022",3000000,35,eti osa
mini flat (room and parlour) ,1,2,1,2,victoria island,"Newly Reburbished Luxury 1 Bedroom Fully Furnished And Serviced Apartment With Air Conditioning , Fully Fitted Kitchen1 BEDROOM MINI FLAT FOR RENT Oniru Estate Victoria Island, Lagos State. Oniru Victoria Island Lagos   Updated 01 Oct 2022,  31 Aug 2022",3000000,51,eti osa
flat / apartment,3,3,1,3,lekki,"3 Bedroom Flat En Suite3 BEDROOM BLOCK OF FLATS FOR RENT Berra Estate Chevron Drive Lekki Lagos   Updated 01 Oct 2022,  01 Sep 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,"Newly Built Luxury 3 Bedroom Fully Finished And Serviced Apartment With Air Conditioning , Fully Fitted Kitchen And A Room Bq3 BEDROOM BLOCK OF FLATS FOR RENT Victory Park Estate Osapa Lekki Lagos State. Osapa Lekki Lagos   Updated 01 Oct 2022,  23 Aug 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,Sharp 3bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Eleganza Lekki Lagos 30 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,ikorodu,An Executive Luxury Ensuites Modern Fully Serviced 3 Bedroom Flat3 BEDROOM BLOCK OF FLATS FOR RENT Anthony Village Anthony Ikorodu Road Lagos 29 Sep 2022,3000000,23,ikorodu
flat / apartment,3,3,1,3,ketu shangisha,A (3) Bedroom Apartment3 BEDROOM FLAT & APARTMENT FOR RENT Magodo Phase 2. Ketu Lagos 28 Sep 2022,3000000,33,kosofe
flat / apartment,2,2,0,1,lekki,A Standard Newly Built 2bedroom ApartmentFLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Phase 1 Lekki Lagos 28 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,gbagada,Executive 3bed Room Flat3 BEDROOM BLOCK OF FLATS FOR RENT Medina Gbagada Lagos 27 Sep 2022,3000000,13,kosofe
flat / apartment,3,3,1,3,lekki,"Well Mentained Serviced Spacious 3 Bedroom Apartment In A Well Secured And Gated Estate With 24/7 Security*3 BEDROOM FLAT & APARTMENT FOR RENT Lekki County Homes, After 2nd Toll Gate Ikota Lekki Lagos 21 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,1,lekki,"Luxury Serviced 2 Bedroom Apartment2 BEDROOM FLAT & APARTMENT FOR RENT Osapa London Osapa Lekki Lagos   Updated 21 Sep 2022,  22 Jul 2022",3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,A Lovely 3 Bedroom Flat With Room And Parlor Nq3 BEDROOM FLAT & APARTMENT FOR RENT Agungi Estate Agungi Lekki Lagos 19 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,2,3,lekki,"3 Bedroom Apartment3 BEDROOM BLOCK OF FLATS FOR RENT Chevy View, Chevron Lekki Lagos 19 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,A Newly Renovated 2bedroom Flat2 BEDROOM FLAT & APARTMENT FOR RENT Off Freedom Way Lekki Phase 1 Lekki Lagos 19 Sep 2022,3000000,35,eti osa
mini flat (room and parlour) ,1,1,0,1,victoria island,"A Well Furnished & Serviced Luxurious And Executive One Bedrooms Flat (mini Flat) With Pop Ceilings, Sophisticated Toiletries, Wardrobe, Standard Facilities Etc1 BEDROOM FLAT & APARTMENT FOR RENT Waziri Ibrahim Victoria Island Lagos 19 Sep 2022",3000000,51,eti osa
flat / apartment,2,2,0,2,lekki,A Luxury 2 Bedroom FlatFLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 15 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,A Decent 3 Bedroom Flat To Let At OlogoloFLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 15 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,ikeja adeniyi jones,Newly Built Spacious 3 Bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Enclosed Estate At Adeniyi Jones Ikeja Lagos 14 Sep 2022,3000000,21,ikeja
flat / apartment,3,3,1,3,ikeja,A Lovely Brand New 3bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Ikeja Lagos 13 Sep 2022,3000000,20,ikeja
flat / apartment,3,3,0,3,ojodu,3bedroom FlatFLAT & APARTMENT FOR RENT Omole Ikeja Lagos 13 Sep 2022,3000000,39,ikeja
flat / apartment,3,3,1,3,lekki,Newly Built 3 Bedroom Flat3 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 12 Sep 2022,3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,Nicely Built 2 Bedroom Flat2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos 12 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,A Well Furnished 3 Bedroom Apartment Is Available For Rent3 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 12 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,3 Bedroom Apartment Is Currently Available For Rent3 BEDROOM FLAT & APARTMENT FOR RENT Ologolo Lekki Lagos 12 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,0,3,lekki,A Standard 3 Bedroom Flat ( 2nd Floor) To Let3 BEDROOM FLAT & APARTMENT FOR RENT Enyo Fuel Station Lekki Lagos 09 Sep 2022,3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"A Newly Built Fully Service 24hrs Light, 2bedrooms Flat With Swimming Pool & Gym For Rent2 BEDROOM FLAT & APARTMENT FOR RENT In A Call To Enter?? Estate, Conservation Centre Chevron 2nd Tollgate, Lekki Lagos Lekki Lagos 09 Sep 2022",3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,"A Fully Serviced 2 Bedroom Flat Apartment2 BEDROOM FLAT & APARTMENT FOR RENT Canal West Estate, Osapa Lekki Lagos 09 Sep 2022",3000000,35,eti osa
building,3,3,1,3,lekki,Nice 3 Bedroom Duplex At Cheveron3 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos 09 Sep 2022,3000000,35,eti osa
flat / apartment,2,2,1,2,lekki,A Spacious 2 Bedroom Apartment Available For Rent At Ikate2 BEDROOM FLAT & APARTMENT FOR RENT Lekki Lagos 09 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,lekki,A Serviced 2 Bedroom Flat For Rent3 BEDROOM FLAT & APARTMENT FOR RENT Plot 22b Omorire Johnson Street Lekki Phase 1 Lekki Lagos 09 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,gbagada,Tastefully Finished 3bed Room Flat3 BEDROOM FLAT & APARTMENT FOR RENT Millennium Estate Gbagada Lagos 07 Sep 2022,3000000,13,kosofe
flat / apartment,3,3,1,3,gbagada,Newly Built 3bed Room Flat3 BEDROOM BLOCK OF FLATS FOR RENT Medina Gbagada Lagos 07 Sep 2022,3000000,13,kosofe
flat / apartment,3,3,0,3,opebi,3 Bedroom Flat With Bq3 BEDROOM FLAT & APARTMENT FOR RENT Opebi Ikeja Lagos 07 Sep 2022,3000000,44,ikeja
flat / apartment,3,3,0,3,ikeja,A Fully Furnished 3bedroom Flat For RentFLAT & APARTMENT FOR RENT Ikeja Lagos 07 Sep 2022,3000000,20,ikeja
mini flat (room and parlour) ,1,1,0,1,lekki,An Exquisite And Serviced 1 Bedroom Apartment (mini Flat) Now Available For Rent In Lekki Phase 1.1 BEDROOM FLAT & APARTMENT FOR RENT Lekki Phase 1 Lekki Lagos 07 Sep 2022,3000000,35,eti osa
flat / apartment,3,3,1,3,gbagada,Tastefully Built 3 Bedrooms Flat3 BEDROOM BLOCK OF FLATS FOR RENT Medina Estate Gbagada Gbagada Lagos 01 Sep 2022,3000000,13,kosofe
flat / apartment,3,3,1,3,ojodu,Exquisite 3bedroom Flat In Omole Ph13 BEDROOM BLOCK OF FLATS FOR RENT Omole Phase1 Omole Ikeja Lagos 16 Aug 2022,3000000,39,ikeja
